Name,Hash,Id,Tag,Rarity,Tier,Type,Source,Category,Element,Ammo,Power,Archetype,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Holofoil,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Persistence,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Ammo Generation,Heat Generated,Cooling Efficiency,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18,Perks 19
Theodolite,4146673635,"""6917530144713112745""",archive,Legendary,4,Grenade Launcher,pinnacleops,Energy,Arc,special,426,Micro-Missile Frame,Velocity,1,Vault,true,false,false,8,27,,69,75,0,0,13,100,83,0,23,90,74,1,60,0,0,0,0,0,0,0,0,17,69,0,0,false,0,0,field-forged,,,Micro-Missile Frame*,Volatile Launch*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Reconstruction*,Danger Zone,Voltshot*,Elemental Honing,Problem Solver*,Vanguard Determination,Field-Tested,Kill Tracker,Tier 1: Velocity*,,,,,,
Third Iteration,2973900274,"""6917530132928693989""",keep,Exotic,0,Scout Rifle,seasonpass,Energy,Void,primary,400,Tri-Planar Mass Driver,,10,Vault,true,false,false,8,27,,77,72,60,42,19,0,0,0,51,200,59,16,54,0,0,0,0,0,0,0,0,24,51,0,0,false,0,633,,,,Tri-Planar Mass Driver*,Smallbore*,Modified Heatsink*,Amalgamation Rounds*,Composite Stock*,Kill Tracker,Iterative Growth*,Third Iteration Catalyst*,,,,,,,,,,,,
Thorn,3973202132,"""6917529516971326605""",,Exotic,0,Hand Cannon,,KineticSlot,Kinetic,primary,416,Mark of the Devourer,"Stability, Range, Airborne Effectiveness",10,Vault,true,false,false,2,6,,100,85,84,64,14,0,0,0,65,140,40,9,85,0,0,0,0,0,0,0,0,26,60,0,0,false,0,3038,,,,Mark of the Devourer*,Corkscrew Rifling*,Accurized Rounds*,Soul Devourer*,Textured Grip*,Kill Tracker,Thorn Catalyst*,Essentialism*,,,,,,,,,,,,
Thoughtless,4067556514,"""6917529857625876051""",keep,Legendary,0,Sniper Rifle,seasonpass,KineticSlot,Stasis,special,10,Adaptive Frame,,,Vault,false,false,false,5,16,,89,67,70,56,46,0,0,0,64,90,44,4,35,0,0,0,0,0,0,0,0,9,48,0,0,crafted,9,669,,,,Adaptive Frame*,Extended Barrel*,Steady Rounds*,Overflow*,Quickdraw*,Land Tank*,Kill Tracker,Irradiant Charoite*,,,,,,,,,,,,
Thunderlord,3325463374,"""6917530140053795272""",keep,Exotic,0,Machine Gun,,Power,Arc,heavy,200,Reign Havoc,,10,Vault,true,false,false,2,4,Festival of the Lost,70,90,41,65,15,0,0,0,60,450,68,62,60,0,0,0,0,0,0,0,0,26,30,0,0,false,0,7,,,,Reign Havoc*,Polygonal Rifling*,Armor-Piercing Rounds*,Lightning Rounds*,Feeding Frenzy*,Kill Tracker,Thunderlord Catalyst*,,,,,,,,,,,,,
Ticuu's Divination,3260753130,"""6917529811501776184""",keep,Exotic,0,Combat Bow,,Energy,Solar,primary,10,Sacred Flame,,10,Vault,true,false,false,4,13,,60,79,68,0,18,0,0,0,62,0,60,0,66,0,567,47,0,0,0,0,0,23,65,0,0,false,0,19,,,,Sacred Flame*,Tactile String*,Straight Fletching*,Causality Arrows*,Kill Tracker,Ticuu's Divination Catalyst*,,,,,,,,,,,,,,
Tigerspite,2465372924,"""6917530000148574063""",archive,Legendary,0,Auto Rifle,dreaming,KineticSlot,Kinetic,primary,10,Precision Frame,Handling,1,Hunter(10),true,true,false,6,23,,68,44,29,74,16,0,0,0,58,450,40,33,41,0,0,0,0,0,0,0,0,10,49,0,0,false,0,20,,,,Precision Frame*,Polygonal Rifling,Smallbore*,Extended Mag,Ricochet Rounds*,Overflow*,Kill Clip*,Advanced Reflexes*,Kill Tracker,Tier 1: Handling*,Superblack*,,,,,,,,,
Timeworn Wayfarer,1058098236,"""6917530025248361553""",archive,Legendary,0,Scout Rifle,echoes,Energy,Solar,primary,10,Aggressive Frame,Reload Speed,3,Vault,true,false,false,7,24,,58,51,100,82,18,0,0,0,16,120,47,12,36,0,0,0,0,0,0,0,0,13,54,0,0,false,0,0,,,,Aggressive Frame*,Full Bore*,Hammer-Forged Rifling,Accurized Rounds*,Alloy Magazine,Keep Away*,Eye of the Storm*,Radiolaria Transposer*,Kill Tracker,Tier 3: Reload Speed*,,,,,,,,,,
Tommy's Matchbook,776191470,"""6917530003655334117""",keep,Exotic,0,Auto Rifle,,Energy,Solar,primary,190,Ignition Trigger,,10,Vault,true,false,false,3,10,,64,81,18,53,16,0,0,0,54,720,0,72,58,0,0,0,0,0,0,0,0,36,56,0,0,false,0,838,,,,Ignition Trigger*,Hammer-Forged Rifling*,Extended Mag*,Heat Sink*,Hand-Laid Stock*,Kill Tracker,Tommy's Matchbook Catalyst*,,,,,,,,,,,,,
Trachinus,2888021253,"""6917530144296238071""",archive,Legendary,4,Shotgun,,KineticSlot,Stasis,special,200,Rapid Fire Slug,Reload Speed,10,Vault,true,false,true,8,27,,80,72,66,56,12,0,0,0,65,87,81,7,40,0,0,0,0,0,0,0,0,4,50,0,0,false,0,1,veist,,,Rapid Fire Slug*,Chambered Compensator*,Fluted Barrel,Extended Mag,Accurized Rounds*,Lead from Gold*,Rimestealer,Chill Clip*,Binary Orbit,Tenacity*,Veist Stinger,Kill Tracker,Masterworked: Reload Speed*,,,,,,,
Trachinus,3635232671,"""6917530144310316290""",archive,Legendary,4,Shotgun,,KineticSlot,Stasis,special,200,Rapid Fire Slug,Stability,1,Vault,true,false,false,8,27,,70,72,66,36,12,0,0,0,73,87,67,7,56,0,0,0,0,0,0,0,0,11,50,0,0,false,0,0,veist,,,Rapid Fire Slug*,Fluted Barrel*,Full Bore,Steady Rounds*,Accurized Rounds,Lead from Gold*,Rapid Hit,Headstone*,Chill Clip,Tenacity*,Veist Stinger,Kill Tracker,Tier 1: Stability*,,,,,,,
Trachinus,3635232671,"""6917530144530168729""",archive,Legendary,3,Shotgun,,KineticSlot,Stasis,special,422,Rapid Fire Slug,Handling,4,Vault,true,false,false,8,27,,80,72,66,40,12,0,0,0,75,95,67,7,39,0,0,0,0,0,0,0,0,4,50,0,0,false,0,0,veist,,,Rapid Fire Slug*,Chambered Compensator*,Corkscrew Rifling,Assault Mag*,Light Mag,Rimestealer,Rapid Hit*,Headstone,Precision Instrument*,Tenacity*,Veist Stinger,Kill Tracker,Tier 4: Handling*,,,,,,,
Trachinus,2888021253,"""6917530145020563639""",archive,Legendary,3,Shotgun,,KineticSlot,Stasis,special,427,Rapid Fire Slug,Range,10,Vault,true,false,true,8,27,,70,72,66,65,12,0,0,0,60,87,80,7,43,0,0,0,0,0,0,0,0,4,50,0,0,false,0,0,veist,,,Rapid Fire Slug*,Smallbore*,Light Mag*,Lead from Gold*,Headstone*,Tenacity*,Veist Stinger,Kill Tracker,Masterworked: Range*,,,,,,,,,,,
Tractor Cannon,3580904581,"""6917529737100071460""",keep,Exotic,0,Shotgun,,Power,Void,heavy,200,Repulsor Force,"Ammo Generation, Magazine",10,Vault,true,false,false,1,1,,70,90,65,20,12,0,0,0,95,80,15,7,35,0,0,0,0,0,0,0,0,8,50,0,0,false,0,308,,00001:Bonk Titan Season 19,,Repulsor Force*,Extended Barrel*,Particle Repeater*,The Scientific Method*,Composite Stock*,Kill Tracker,Tractor Cannon Catalyst*,Machinist's Trove*,,,,,,,,,,,,
Trendsetter,2863808104,"""6917530184553433234""",archive,Legendary,4,Auto Rifle,dungeon,Energy,Arc,primary,487,Adaptive Frame,Stability,1,Vault,true,false,false,8,28,,62,6,21,56,16,0,0,0,57,600,60,44,80,0,0,0,0,0,0,0,0,17,60,0,0,false,0,0,suros,,,Adaptive Frame*,Fluted Barrel*,Polygonal Rifling,Accurized Rounds*,Extended Mag,Supercharged Magazine*,Light Touch,Tap the Trigger*,Zen Moment,"Nail, Meet Hammer*",Suros Synergy,Kill Tracker,Tier 1: Stability*,,,,,,,
Trinity Ghoul,814876685,"""6917529617416588279""",keep,Exotic,0,Combat Bow,,Energy,Arc,primary,10,Split Electron,Draw Time,10,Vault,true,false,false,2,4,,77,74,80,0,18,0,0,0,45,0,60,0,63,0,633,95,0,0,0,0,0,24,52,0,0,false,0,3345,,,,Split Electron*,High Tension String*,Compact Arrow Shaft*,Lightning Rod*,Kill Tracker,Trinity Ghoul Catalyst*,,,,,,,,,,,,,,
Trustee,1392919471,"""6917529862850823413""",keep,Legendary,0,Scout Rifle,deepstonecrypt,Energy,Solar,primary,10,Rapid-Fire Frame,,,Vault,false,false,false,4,12,,69,67,45,40,19,0,0,0,58,260,31,17,20,0,0,0,0,0,0,0,0,29,56,0,0,crafted,3,306,,,,Rapid-Fire Frame*,Extended Barrel*,Steady Rounds*,Under Pressure*,High-Impact Reserves*,Bray Inheritance*,Kill Tracker,,,,,,,,,,,,,
Truth,1201830623,"""6917530144508923095""",keep,Exotic,0,Rocket Launcher,,Power,Void,heavy,498,Prototype Trueseeker,,,Warlock(433),true,false,false,2,7,,60,73,0,0,20,100,47,0,67,15,49,1,65,0,0,0,0,0,0,0,0,9,40,0,0,false,0,17,,"00003:Arc,Trials,🟣 Soul Siphon - Nezarec",,Prototype Trueseeker*,Volatile Launch*,High-Velocity Rounds*,Grenades and Horseshoes*,Composite Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,
Turncoat,253843484,"""6917530182660483536""",,Exotic,0,Hand Cannon,seasonpass,Energy,Void,primary,495,Latent Power,,,Vault,true,false,false,8,28,,97,77,84,62,13,0,0,0,68,140,39,13,42,0,0,0,0,0,0,0,0,22,39,0,0,false,0,282,,,,Latent Power*,Smallbore*,Accurized Rounds*,Power Surge*,Heavy Grip*,Kill Tracker,Of Two Minds*,Empty Catalyst Socket*,,,,,,,,,,,,
Tusk of the Boar,1218113510,"""6917530007278796593""",archive,Legendary,0,Grenade Launcher,ironbanner,KineticSlot,Strand,special,10,Wave Frame,Handling,4,Vault,true,false,false,6,23,,66,66,0,0,13,50,89,0,23,72,78,1,88,0,0,0,0,0,0,0,0,2,69,0,0,false,0,7,field-forged,,,Wave Frame*,Hard Launch,Quick Launch*,High-Velocity Rounds*,Implosion Rounds,Envious Assassin*,Chain Reaction*,Skulking Wolf*,Field-Tested,Kill Tracker,Tier 4: Handling*,,,,,,,,,
Ulterior Observation,1079872540,"""6917530132206027209""",archive,Legendary,2,Machine Gun,kepler,Power,Stasis,heavy,266,Aggressive Frame,Reload Speed,2,Vault,true,false,false,8,27,,72,54,33,52,16,0,0,0,51,600,23,80,50,0,0,0,0,0,0,0,0,30,52,0,0,false,0,0,,,,Aggressive Frame*,Corkscrew Rifling*,Extended Barrel,Extended Mag*,Flared Magwell,Envious Arsenal*,Killing Tally*,Exhaustive Research*,Kill Tracker,Tier 2: Reload Speed*,,,,,,,,,,
Ulterior Observation,1079872540,"""6917530140384408638""",archive,Legendary,5,Machine Gun,kepler,Power,Stasis,heavy,404,Aggressive Frame,Stability,10,Vault,true,false,false,8,27,,100,54,33,52,16,0,0,0,61,600,43,58,62,0,0,0,0,0,0,0,0,20,42,0,0,false,0,152,,,,Aggressive Frame*,Arrowhead Brake*,Smallbore,Alloy Magazine*,High-Caliber Rounds,Envious Arsenal,Built to Blast,Demolitionist*,Adagio,Dynamic Sway Reduction,Dragonfly*,Exhaustive Research*,Kill Tracker,Masterworked: Stability*,Achronal Ulterior Observation*,Sparks Everlasting*,,,,
Uncivil Discourse,3146657389,"""6917530183622745934""",keep,Legendary,4,Hand Cannon,renegades,Energy,Arc,special,503,Dynamic Heat Weapon,Cooling Efficiency,2,Warlock(433),true,false,false,8,28,,65,63,94,93,20,0,0,0,83,180,90,0,79,0,0,0,0,0,0,0,0,30,65,130,102,false,0,82,,00001:Beta,PVE,Dynamic Heat Weapon*,Extended Barrel,Hammer-Forged Rifling*,Particle Repeater,Tactical Heatsink*,Cooling Baubles*,Delicate Tuning,Frenzy,Precision Instrument*,Air-Cooled Core*,Kill Tracker,Enhanced Heat Generated*,Tier 2: Cooling Efficiency*,,,,,,,
Under Your Skin,232928045,"""6917529866272113329""",keep,Legendary,0,Combat Bow,psiops,Energy,Void,primary,10,Precision Frame,,,Vault,false,false,false,5,16,,75,70,76,0,18,0,0,0,62,0,40,0,70,0,667,74,0,0,0,0,0,15,51,0,0,crafted,1,31,,,,Precision Frame*,Agile Bowstring*,Carbon Arrow Shaft*,Unrelenting*,Explosive Head*,Land Tank*,Kill Tracker,,,,,,,,,,,,,
Unending Tempest,2579239009,"""6917530184859006735""",,Legendary,3,Submachine Gun,,KineticSlot,Stasis,primary,493,Precision Frame,Reload Speed,3,Warlock(433),false,false,false,8,28,,95,58,25,63,14,0,0,0,41,600,2,34,13,0,0,0,0,0,0,0,0,29,44,0,0,false,0,0,,,,Precision Frame*,Extended Barrel*,Polygonal Rifling,Extended Mag*,Steady Rounds,Perpetual Motion*,Lone Wolf,Target Lock*,Master of Arms,Roar of Battle*,Nadir Focus,Kill Tracker,Tier 3: Reload Speed*,,,,,,,
Unfall,738446555,"""6917530145555679394""",archive,Legendary,3,Sidearm,edgeoffate,Energy,Arc,special,434,Together Forever,Blast Radius,4,Vault,true,false,false,8,27,,92,67,0,0,18,54,51,0,36,100,38,12,36,0,0,0,0,0,0,0,0,29,37,0,0,false,0,0,,,,Together Forever*,Volatile Launch*,Hard Launch,Appended Mag*,Tactical Mag,Reverberation*,Disruption Break,Jolting Feedback*,Master of Arms,Vanguard Determination*,Kill Tracker,Tier 4: Blast Radius*,,,,,,,,
Unforgiven,234411205,"""6917530184207697699""",archive,Legendary,5,Submachine Gun,duality,Energy,Void,primary,493,Aggressive Frame,Reload Speed,1,Vault,true,false,false,8,28,,93,33,22,59,14,0,0,0,22,720,25,32,55,0,0,0,0,0,0,0,0,20,34,0,0,false,0,0,,,,Aggressive Frame*,Corkscrew Rifling*,Polygonal Rifling,Armor-Piercing Rounds*,Flared Magwell,Destabilizing Rounds*,Demolitionist,Attrition Orbs,Dimensional Shift*,Adrenaline Junkie,Desperate Measures,Bitterspite*,Kill Tracker,Tier 1: Reload Speed*,Triumphant Pulse*,,,,,
Unforgiven,234411205,"""6917530184211738600""",archive,Legendary,5,Submachine Gun,duality,Energy,Void,primary,493,Aggressive Frame,Reload Speed,1,Vault,true,false,false,8,28,,93,33,22,61,14,0,0,0,7,720,27,34,46,0,0,0,0,0,0,0,0,20,34,0,0,false,0,0,,,,Aggressive Frame*,Full Bore*,Smallbore,Appended Mag*,Flared Magwell,Demolitionist*,Feeding Frenzy,Ambitious Assassin,Repulsor Brace*,Dimensional Shift,Adrenaline Junkie,Bitterspite*,Kill Tracker,Tier 1: Reload Speed*,Triumphant Pulse*,,,,,
Unwavering Duty,3489054606,"""6917530143588346477""",keep,Legendary,4,Machine Gun,trials,Power,Solar,heavy,406,Adaptive Frame,Range,2,Vault,true,false,false,8,27,,76,72,41,75,16,0,0,0,51,450,68,57,46,0,0,0,0,0,0,0,0,10,58,0,0,false,0,0,suros,,PVP,Adaptive Frame*,Full Bore*,Hammer-Forged Rifling,Alloy Magazine*,Appended Mag,Incandescent*,Subsistence,Killing Tally*,Target Lock,Fleet Footed*,Roar of Battle,Suros Synergy,Kill Tracker,Tier 2: Range*,,,,,,
Unwavering Duty,3489054606,"""6917530146271793561""",archive,Legendary,5,Machine Gun,trials,Power,Solar,heavy,451,Adaptive Frame,Stability,3,Vault,true,false,false,8,27,,76,72,41,71,16,0,0,0,69,450,68,53,55,0,0,0,0,0,0,0,0,10,58,0,0,false,0,0,suros,,,Adaptive Frame*,Corkscrew Rifling*,Full Bore,High-Caliber Rounds*,Ricochet Rounds,Auto-Loading Holster*,Incandescent,Fourth Time's the Charm,Bait and Switch*,Tap the Trigger,Target Lock,Fleet Footed*,Roar of Battle,Suros Synergy,Kill Tracker,Tier 3: Stability*,Achronal Unwavering Duty*,Sparks Everlasting*,,
Unwavering Duty,3489054606,"""6917530148350132577""",archive,Legendary,5,Machine Gun,trials,Power,Solar,heavy,468,Adaptive Frame,Reload Speed,1,Vault,true,false,false,8,27,,86,72,41,69,16,0,0,0,60,450,52,66,41,0,0,0,0,0,0,0,0,20,58,0,0,false,0,0,suros,,,Adaptive Frame*,Extended Barrel*,Full Bore,Extended Mag*,High-Caliber Rounds,Dynamic Sway Reduction*,Rampage,Subsistence,Bait and Switch*,Burning Ambition,Tap the Trigger,Fleet Footed*,Roar of Battle,Suros Synergy,Kill Tracker,Tier 1: Reload Speed*,Achronal Unwavering Duty*,Sparks Everlasting*,,
Veiled Threat,3685470415,"""6917530033206845793""",archive,Legendary,0,Auto Rifle,echoes,KineticSlot,Stasis,primary,10,Rapid-Fire Frame,Stability,3,Vault,true,false,false,7,24,,45,72,18,47,16,0,0,0,55,720,49,49,42,0,0,0,0,0,0,0,0,20,54,0,0,false,0,0,,,,Rapid-Fire Frame*,Hammer-Forged Rifling*,Smallbore,Accurized Rounds*,Steady Rounds,Fragile Focus*,Moving Target*,Radiolaria Transposer*,Kill Tracker,Tier 3: Stability*,,,,,,,,,,
Verglas Curve,3659414143,"""6917529877639334315""",keep,Exotic,0,Combat Bow,seasonpass,KineticSlot,Stasis,primary,10,Hail Barrage,,10,Vault,true,false,false,6,20,,60,83,68,0,18,0,0,0,63,0,60,0,72,0,567,53,0,0,0,0,0,20,70,0,0,false,0,818,,,,Hail Barrage*,Natural String*,Straight Fletching*,Hail Storm*,Kill Tracker,Verglas Curve Catalyst*,,,,,,,,,,,,,,
Vexcalibur,3118061005,"""6917529938078678931""",keep,Exotic,0,Glaive,avalon,Energy,Void,special,10,M1R Distribution Matrix,,10,Vault,false,false,false,6,20,,0,74,80,95,0,0,0,0,0,80,62,7,82,0,0,0,0,0,0,0,0,10,55,0,0,crafted,1,436,,,,M1R Distribution Matrix*,Ballistic Tuning*,Extended Mag*,Perpetual Loophole*,Hand-Laid Stock*,Kill Tracker,Expert Authorization Override*,,,,,,,,,,,,,
Vouchsafe,3242168339,"""6917529809778984106""",archive,Legendary,0,Scout Rifle,dreaming,Energy,Void,primary,10,Lightweight Frame,Handling,10,Vault,true,false,false,2,4,,57,73,60,43,20,0,0,0,32,200,35,18,63,0,0,0,0,0,0,0,0,20,51,0,0,false,0,70,,,,Lightweight Frame*,Extended Barrel*,Fluted Barrel,Extended Mag*,Steady Rounds,Rapid Hit*,Dragonfly*,Kill Tracker,Masterworked: Handling*,Noble Rime*,,,,,,,,,,
Vouchsafe,355922321,"""6917530016266386004""",archive,Legendary,0,Scout Rifle,dreaming,Energy,Void,primary,10,Lightweight Frame,Stability,10,Vault,true,false,false,6,23,,47,73,60,40,20,0,0,0,49,200,55,17,63,0,0,0,0,0,0,0,0,10,51,0,0,false,0,3,,,,Lightweight Frame*,Fluted Barrel,Smallbore*,Appended Mag*,Alloy Magazine,Outlaw*,Explosive Payload*,Advanced Reflexes*,Kill Tracker,Masterworked: Stability*,,,,,,,,,,
Warden's Law (Adept),267089201,"""6917529938071382840""",archive,Legendary,0,Hand Cannon,nightfall,KineticSlot,Kinetic,primary,10,Heavy Burst,Handling,3,Vault,true,false,false,6,22,,97,68,92,61,14,0,0,0,34,257,27,20,32,0,0,0,0,0,0,0,0,10,52,0,0,false,0,0,,,,Heavy Burst*,Corkscrew Rifling*,Smallbore,Appended Mag*,Tactical Mag,Fourth Time's the Charm*,Enlightened Action,Rampage*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker,Tier 3: Handling*,,,,,,,,
Warden's Law (Adept),267089201,"""6917529938127849782""",archive,Legendary,0,Hand Cannon,nightfall,KineticSlot,Kinetic,primary,10,Heavy Burst,Range,4,Vault,true,false,false,6,22,,97,68,92,85,14,0,0,0,19,257,27,16,19,0,0,0,0,0,0,0,0,10,52,0,0,false,0,46,,,,Heavy Burst*,Full Bore*,Smallbore,Accurized Rounds*,Appended Mag,Moving Target,Enlightened Action*,Frenzy*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker,Tier 4: Range*,,,,,,,,
Wastelander M5,1679868061,"""6917529941109755259""",keep,Legendary,0,Shotgun,30th,KineticSlot,Kinetic,special,10,Lightweight Frame,Range,10,Vault,false,false,false,4,15,,51,49,65,71,12,0,0,0,47,80,59,6,66,0,0,0,0,0,0,0,0,2,26,0,0,crafted,16,27,tex-mechanica,,,Lightweight Frame*,Smallbore*,Accurized Rounds*,Slideshot*,Opening Shot*,Hot Swap*,Kill Tracker,Luminous Void*,,,,,,,,,,,,
Whatchamacallit,357669417,"""6917530184604052277""",archive,Legendary,5,Submachine Gun,,Energy,Arc,primary,504,Aggressive Burst,Range,1,Warlock(433),true,false,false,8,28,,81,29,24,49,15,0,0,0,42,600,6,60,51,0,0,0,0,0,0,0,0,35,42,0,0,false,0,0,hakke,,,Aggressive Burst*,Corkscrew Rifling*,Fluted Barrel,Extended Mag*,Steady Rounds,Headseeker*,Light Touch,Stats for All,Frenzy*,Rangefinder,Dragonfly,Problem Solver*,Vanguard Determination,Häkke Breach Armaments,Kill Tracker,Tier 1: Range*,Triumphant Pulse*,,,
Whisper of the Worm,1983149589,"""6917530009095186997""",keep,Exotic,0,Sniper Rifle,,Power,Solar,heavy,200,White Nail IV,,10,Vault,false,false,false,1,3,,94,39,100,85,40,0,0,0,35,72,66,3,23,0,0,0,0,0,0,0,0,80,50,0,0,crafted,4,20,,,,White Nail IV*,Polygonal Rifling*,Accurized Rounds*,Mulligan*,Fitted Stock*,Whispered Breathing*,Kill Tracker,Gilded Cage*,,,,,,,,,,,,
Wilderflight,2306182339,"""6917530010655192264""",archive,Legendary,0,Grenade Launcher,,Energy,Void,special,10,Double Fire,Handling,1,Vault,true,false,false,5,19,,25,67,0,0,13,0,100,0,10,100,32,1,44,0,0,0,0,0,0,0,0,4,10,0,0,false,0,0,tex-mechanica,,,Double Fire*,Hard Launch*,Quick Launch,Disorienting Grenades*,Spike Grenades,Demolitionist*,Lead from Gold*,Tex Balanced Stock*,Kill Tracker,Tier 1: Handling*,Superblack*,,,,,,,,,
Wish-Ender,814876684,"""6917529822336959555""",keep,Exotic,0,Combat Bow,dungeon,KineticSlot,Kinetic,primary,10,Queen's Wrath,,,Vault,true,false,false,2,4,,60,51,92,0,18,0,0,0,85,0,30,0,40,0,766,85,0,0,0,0,0,19,50,0,0,false,0,860,,,,Queen's Wrath*,High Tension String*,Anti-Taken Fletching*,Broadhead*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,,
Wish-Keeper,2910326942,"""6917530009061504982""",keep,Exotic,0,Combat Bow,rivenslair,KineticSlot,Strand,primary,10,Snareweaver,,10,Vault,false,false,false,6,23,,80,70,76,0,18,0,0,0,72,0,40,0,59,0,667,67,0,0,0,0,0,14,54,0,0,crafted,1,24,,,,Snareweaver*,Agile Bowstring*,Carbon Arrow Shaft*,Silkbound Slayer*,Heavy Grip*,Kill Tracker,,,,,,,,,,,,,,
Witherhoard,2357297366,"""6917529202576604817""",keep,Exotic,0,Grenade Launcher,,KineticSlot,Kinetic,special,10,Primeval's Torment,Handling,10,Vault,true,false,false,3,11,,100,84,0,0,12,5,12,0,68,90,33,6,100,0,0,0,0,0,0,0,0,6,46,0,0,false,0,7713,,,,Primeval's Torment*,Countermass*,Black Powder*,Break the Bank*,Composite Stock*,Kill Tracker,Splendid Vidua*,Witherhoard Catalyst*,,,,,,,,,,,,
Yeartide Apex,3293207827,"""6917530137746731823""",archive,Legendary,4,Submachine Gun,events,Energy,Solar,primary,329,Lightweight Frame,Stability,5,Vault,true,false,false,8,27,Solstice,100,54,15,29,14,0,0,0,45,900,27,41,76,0,0,0,0,0,0,0,0,25,69,0,0,false,0,0,tex-mechanica,,,Lightweight Frame*,Arrowhead Brake*,Fluted Barrel,Alloy Magazine*,Appended Mag,Recycled Energy*,Heal Clip,Binary Orbit*,Incandescent,Dream Work*,Tex Balanced Stock,Kill Tracker,Tier 5: Stability*,,,,,,,
Yeartide Apex,3293207827,"""6917530140033336028""",archive,Legendary,4,Submachine Gun,events,Energy,Solar,primary,402,Lightweight Frame,Range,3,Vault,true,false,false,8,27,Solstice,100,54,15,43,14,0,0,0,40,900,27,41,55,0,0,0,0,0,0,0,0,25,69,0,0,false,0,0,tex-mechanica,,,Lightweight Frame*,Extended Barrel*,Polygonal Rifling,Alloy Magazine*,Light Mag,Attrition Orbs*,Demolitionist,Incandescent*,Chaos Reshaped,Dream Work*,Tex Balanced Stock,Kill Tracker,Tier 3: Range*,,,,,,,
Yeartide Apex,3293207827,"""6917530140780657748""",keep,Legendary,5,Submachine Gun,events,Energy,Solar,primary,494,Lightweight Frame,Handling,10,Warlock(433),true,false,false,8,27,Solstice,100,54,15,46,14,0,0,0,51,900,58,41,79,0,0,0,0,0,0,0,0,25,69,0,0,false,0,5096,tex-mechanica,"00004:Arc,Dungeon,Dungeon - Copy,Trials",,Lightweight Frame*,Extended Barrel,Hammer-Forged Rifling*,High-Caliber Rounds,Flared Magwell*,Heal Clip*,Attrition Orbs,Demolitionist,Burning Ambition*,Binary Orbit,Chaos Reshaped,Dream Work*,Tex Balanced Stock,Kill Tracker,Enhanced Reload*,Masterworked: Handling*,Achronal Yeartide Apex*,Sparks Everlasting*,,
Yeartide Apex,3293207827,"""6917530140817406918""",archive,Legendary,5,Submachine Gun,events,Energy,Solar,primary,404,Lightweight Frame,Handling,1,Vault,true,false,false,8,27,Solstice,100,54,15,29,14,0,0,0,40,900,29,44,77,0,0,0,0,0,0,0,0,25,69,0,0,false,0,0,tex-mechanica,,,Lightweight Frame*,Arrowhead Brake*,Smallbore,Appended Mag*,Armor-Piercing Rounds,Lone Wolf*,Attrition Orbs,Demolitionist,Burning Ambition*,Binary Orbit,Incandescent,Dream Work*,Tex Balanced Stock,Kill Tracker,Tier 1: Handling*,Achronal Yeartide Apex*,Sparks Everlasting*,,,
Zaouli's Bane,431721920,"""6917530013795877095""",keep,Legendary,0,Hand Cannon,kingsfall,Energy,Solar,primary,501,Adaptive Frame,Reload Speed,10,Warlock(433),false,false,false,5,18,,89,77,84,51,14,0,0,0,70,140,68,11,63,0,0,0,0,0,0,0,0,19,50,0,0,crafted,69,4578,,,,Adaptive Frame*,Fluted Barrel*,Tactical Mag*,Explosive Payload*,Incandescent*,Runneth Over*,Kill Tracker,Ballistics*,Superblack*,,,,,,,,,,,
Zaouli's Bane (Harrowed),291092617,"""6917530013373837915""",archive,Legendary,0,Hand Cannon,kingsfall,Energy,Solar,primary,10,Adaptive Frame,Range,1,Vault,true,false,false,5,18,,89,77,84,44,14,0,0,0,62,140,58,10,61,0,0,0,0,0,0,0,0,19,50,0,0,false,0,0,,,,Adaptive Frame*,Arrowhead Brake,Fluted Barrel*,Steady Rounds,Flared Magwell*,Pugilist,Explosive Payload*,One for All,Incandescent*,Runneth Over*,Kill Tracker,Tier 1: Range*,,,,,,,,
